progress,open,high,low,close,volume
0.0757002271006813,0.0,0.0,0.0,0.0,220
0.1514004542013626,0.0,0.0,0.25,0.25,159
0.22710068130204392,0.0,0.0,0.5,0.25,73
0.3028009084027252,0.0,-0.25,0.5,0.0,5
0.3785011355034065,-0.25,-0.5,0.0,-0.5,27
0.45420136260408783,-0.5,-0.75,0.0,-0.5,11
0.5299015897047692,-0.5,-0.5,0.0,-0.25,4
0.6056018168054504,-0.25,-0.5,0.0,-0.25,32
0.6813020439061317,-0.25,-0.5,0.25,-0.25,26
0.757002271006813,-0.5,-0.75,0.0,-0.5,24
0.8327024981074944,-0.75,-1.0,-0.25,-0.75,100
0.9084027252081757,-0.75,-0.5,-0.25,-0.25,107
0.9841029523088569,-0.75,-0.75,-0.25,-0.5,2
1.0598031794095384,-0.75,-1.0,-0.5,-0.75,7
1.1355034065102196,-0.75,-1.0,-0.5,-0.75,4
1.2112036336109009,-0.75,-1.0,-0.25,-0.75,1
1.2869038607115821,-0.75,-1.0,-0.5,-1.0,22
1.3626040878122634,-1.0,-0.75,-0.5,-1.0,11
1.4383043149129449,-0.75,-0.75,-0.5,-1.0,82
1.514004542013626,-1.0,-1.0,-0.5,-0.75,5
1.5897047691143074,-0.75,-0.75,-0.25,-0.5,28
1.6654049962149888,-0.5,-0.75,0.0,-0.5,26
1.74110522331567,-0.25,-0.25,0.25,0.0,105
1.8168054504163513,0.0,-0.25,0.5,0.0,54
1.8925056775170326,0.0,-0.25,0.5,0.0,2
1.9682059046177138,-0.25,-0.5,0.0,-0.5,56
2.043906131718395,-0.5,-0.75,0.0,-0.5,3
2.1196063588190768,-0.5,-0.75,0.0,-0.5,2
2.195306585919758,-0.5,-0.75,0.0,-0.5,7
2.2710068130204393,-0.5,-0.5,0.0,-0.25,12
2.3467070401211205,-0.5,-0.75,0.0,-0.5,6
2.4224072672218018,-0.5,-0.75,0.0,-0.5,1
2.498107494322483,-0.5,-0.75,0.0,-0.5,4
2.5738077214231643,-0.75,-1.0,-0.25,-0.75,8
2.6495079485238455,-0.75,-1.0,-0.25,-0.75,6
2.7252081756245268,-0.75,-1.0,-0.25,-0.75,4
2.8009084027252085,-0.75,-1.0,-0.25,-0.75,1
2.8766086298258897,-0.75,-1.0,-0.25,-0.75,1
2.952308856926571,-0.5,-0.75,0.0,-0.5,2
3.028009084027252,-0.5,-0.75,0.0,-0.5,2
3.1037093111279335,-0.5,-0.75,0.0,-0.5,2
3.1794095382286147,-0.75,-1.0,-0.25,-0.75,14
3.255109765329296,-0.75,-0.75,-0.25,-0.5,34
3.3308099924299777,-0.5,-0.25,0.0,0.0,100
3.406510219530659,0.0,0.0,0.5,0.0,60
3.48221044663134,0.0,0.0,0.5,0.25,5
3.5579106737320214,0.0,-0.25,0.5,0.0,1
3.6336109008327027,0.0,-0.25,0.5,0.0,36
3.709311127933384,0.0,-0.25,0.25,0.0,72
3.785011355034065,0.0,0.0,0.5,0.25,61
3.8607115821347464,0.0,0.0,0.5,0.25,69
3.9364118092354277,0.25,0.0,0.75,0.25,60
4.012112036336109,0.25,0.0,0.75,0.25,3
4.08781226343679,0.25,0.5,0.75,0.25,104
4.163512490537472,0.5,0.25,0.75,0.25,6
4.2392127176381535,0.5,0.25,0.75,0.25,4
4.314912944738834,0.25,0.0,0.75,0.25,1
4.390613171839516,0.25,0.0,0.75,0.25,1
4.466313398940197,0.25,0.0,0.5,0.0,7
4.5420136260408785,0.25,0.25,0.5,0.5,20
4.617713853141559,0.5,0.25,1.0,0.5,35
4.693414080242241,0.5,0.25,1.0,0.5,21
4.769114307342922,0.5,0.25,1.0,0.5,7
4.8448145344436035,0.5,0.25,1.0,0.5,21
4.920514761544285,0.5,0.25,1.0,0.5,2
4.996214988644966,0.75,0.5,1.0,0.5,107
5.071915215745648,0.25,0.0,0.75,0.25,5
5.1476154428463285,0.5,0.75,1.0,1.0,96
5.22331566994701,0.5,0.75,1.0,1.0,63
5.299015897047691,0.75,0.5,1.25,0.75,30
5.374716124148373,0.75,0.5,1.25,0.75,1
5.4504163512490535,0.5,0.5,1.0,0.75,7
5.526116578349735,0.75,0.5,1.25,0.75,1
5.601816805450417,0.75,0.5,1.25,0.75,26
5.677517032551098,0.75,0.5,0.75,0.25,39
5.753217259651779,0.5,0.25,0.5,0.0,25
5.82891748675246,0.0,0.25,0.5,0.5,4
5.904617713853142,0.0,0.0,0.5,0.0,19
5.980317940953823,-0.25,-0.5,0.25,-0.25,1
6.056018168054504,-0.25,-0.25,0.25,0.0,3
6.131718395155186,-0.25,-0.5,0.25,-0.25,2
6.207418622255867,-0.25,-0.5,0.25,-0.25,2
6.283118849356549,0.0,-0.25,0.25,0.0,24
6.358819076457229,0.0,-0.25,0.25,0.0,45
6.434519303557911,0.0,0.0,0.5,0.0,28
6.510219530658592,0.0,-0.25,0.5,0.0,12
6.585919757759274,0.0,-0.25,0.5,0.0,5
6.661619984859955,0.0,-0.25,0.5,0.0,52
6.737320211960636,0.0,-0.25,0.5,0.0,2
6.813020439061318,0.0,-0.25,0.5,0.0,14
6.888720666161999,0.0,-0.25,0.5,0.0,20
6.96442089326268,0.25,0.0,0.75,0.25,25
7.040121120363361,0.25,0.0,0.75,0.25,31
7.115821347464043,0.25,0.25,0.75,0.25,9
7.191521574564724,0.0,-0.25,0.25,-0.25,131
7.267221801665405,-0.5,-0.75,-0.25,-0.75,124
7.342922028766087,-0.75,-0.5,-0.25,-0.25,15
7.418622255866768,-0.5,-0.75,0.0,-0.5,9
7.4943224829674495,-0.25,-0.5,-0.25,-0.75,49
7.57002271006813,-1.0,-1.0,-0.5,-0.75,28
7.645722937168812,-1.0,-1.0,-0.5,-1.0,70
7.721423164269493,-0.75,-1.0,-0.25,-0.75,2
7.7971233913701745,-0.5,-0.75,-0.25,-0.75,4
7.872823618470855,-0.5,-0.75,-0.25,-0.75,6
7.948523845571537,-0.5,-0.75,-0.25,-0.5,8
8.024224072672219,-0.5,-0.75,-0.25,-0.5,9
8.0999242997729,-0.5,-0.75,-0.25,-0.5,10
8.17562452687358,-0.75,-0.75,-0.25,-0.5,10
8.251324753974263,-0.75,-0.75,-0.25,-0.5,10
8.327024981074944,-0.75,-0.75,-0.25,-0.5,10
8.402725208175625,-0.5,-0.75,0.0,-0.5,2
8.478425435276307,-0.25,-0.5,0.25,-0.25,1
8.554125662376988,-0.5,-0.25,0.0,0.0,13
8.629825889477669,-0.25,-0.5,0.25,-0.25,1
8.70552611657835,-0.25,-0.5,0.25,-0.25,2
8.781226343679032,-0.25,-0.5,0.25,-0.25,3
8.856926570779713,-0.25,-0.5,0.25,-0.25,4
8.932626797880394,-0.25,1.5,0.0,-0.25,623
